Línea	Id propuesta	Propuesta	Tipo elemento	Id elemento	Relación	Valor	Claim?	"Claim+premise?
WHY?"	Relacionado con aspecto?	Validación premisa(s)	Coherencia lógica p->c	Consistencia p1 <> p2	Persuasión	Apelación emocioal/ética (pathos/ethos)	
1603	15711	Stop ARTEfacto Valdebebas													
1604	15711	Los vecinos de Valdebebas creemos que no es el momento ni el lugar de este proyecto, pues la zona no necesita ningún tipo de regeneración urbana, sólo desarrollarse como barrio.													
1605	15711		Aspecto	Deficit de Servicios		Falta de servicios básicos en Valdebebas.									
1606	15711		Argumento	1152	A favor	El ayuntamiento puede vender esa parcela, obtener fondos, y construir el artefacto en un barrio donde sea bienvenido.	1	0	0						
1607	15711		Argumento	1153	A favor	Valdebebas no necesita ningún ARTEfacto, sino más atención básica que nos ayude a sentirnos menos apartados y, como bien dice el creador de este foro, a seguir desarrollandonos como barrio.	1	1	1	1	1	2	2	2	
1608	15711		Argumento	1154	En contra	En Valdebebas no hay un centro de salud, biblioteca un polideportivo, colegio. No hay nada y no creo que haga falta ahora y en esa parcela.	1	1	1	2	2	1	2	1	
1609	15711		Argumento	1155	En contra	Ocultismo total con esta propuesta! El ayuntamiento, en contra de lo que abandera, no está siendo transparente ni está escuchando a los vecinos de este nuevo barrio.	1	0	1						
1610	15711		Aspecto	Desarrollo del Barrio		Necesidad de desarrollo integral del barrio Valdebebas.									
1611	15711		Argumento	1156	A favor	Deberían centrarse en equipar el barrio con lo que de verdad se necesita.	1	0	1						
1612	15711		Argumento	1157	A favor	No tenemos ningún servicio público. Es vergonzoso que se limite a construir viviendas que generarán aún más presión a un barrio si servicios sanitarios, transporte etc.	1	1	1	2	0	1	2	1	
1613	15711		Argumento	1158	En contra	Propongo que en lugar del ArteFacto se le haga una rotonda a Don Aurelio y con lo que sobre hacemos una ciudad de la justicia en condiciones.	1	0	0						
1614	15711		Argumento	1159	En contra	Totalmente de acuerdo contigo, viendo los acontecimientos desde los proyectos ilegales firmados a priori.	0								
1615	15711		Aspecto	Participación Ciudadana		Importancia de la opinión y participación de los vecinos en decisiones urbanísticas.									
1616	15711		Argumento	1160	A favor	El Ayuntamiento creó esta plataforma para que todos pudiéramos decidir, así que confio en que escuche.	0								
1617	15711		Argumento	1161	A favor	La propuesta es un experimento de Ahora Madrid siento decirlo pero es así gestado a espaldas y a escondidas de los vecinos de Valdebebas.	0								
1618	15711		Argumento	1162	En contra	Viva la Libertad de expresión en podemos, no paran de borrar comentarios, y luego somos fachas los demás!.	-1								
1619	15711		Argumento	1163	En contra	Soy vecina de Valdebebas, y suscribo prácticamente lo dicho. Solo unas puntualizaciones: - En las parcelas dotacionales queremos dotaciones no que se mueva el proyecto a una de éstas.	1	0	0						
1620	15711		Aspecto	Uso de Espacios Públicos		Discusión sobre el uso adecuado de espacios públicos en Valdebebas.									
1621	15711		Argumento	1164	A favor	Queremos en una parcela municipal dotacional, que las hay llenas de cardos en el barrio, una biblioteca pública de préstamo de libros.	1	1	1	2	1	1	1	1	
1622	15711		Argumento	1165	A favor	Queremos gestión municipal, y si se alquila alguna sala a alguna organización o asociación para algún acto concreto, que paguen un canon al ayuntamiento.	1	0	1						
1623	15711		Argumento	1166	En contra	Proyecto adjudicado de forma corrupta!.	-1								
1624	15711		Argumento	1167	En contra	Por qué quitan mi comentario donde hago referencia a la noticia de El País donde denuncian la adjudicación a dedo de este disparate?	-1								
1625	15711		Aspecto	Transparencia Gubernamental		La falta de transparencia en la administración de proyectos urbanos.									
1626	15711		Argumento	1168	A favor	El problema es que las reivindicaciones vecinales no tienen respuesta y ésta, que no la ha pedido nadie, de repente se quiere tener lista en 2018.	1	0	1						
1627	15711		Argumento	1169	A favor	Pego aquí parte del comentario de la Junta de Compensación al respecto, que creo es compartido por la inmensa mayoría de los vecinos.	0								
1628	15711		Argumento	1170	En contra	Soy vecina de Valdebebas, y suscribo prácticamente lo dicho. Solo unas puntualizaciones: - Existen parcelas para viviendas sociales en el barrio, asignadas al Plan Alquila.	0								
1629	15711		Argumento	1171	En contra	El ayuntamiento a parte de no haber dado dotaciones, no limpia ni cuida las zonas ajardinadas y no permite construir el Parque Central.	1	0	0						
1630	15711		Aspecto	Impacto Social y Económico		Preocupaciones sobre el impacto social y económico del proyecto ARTEfacto en Valdebebas.									
1631	15711		Argumento	1172	A favor	Se pueden tener las mejores instalaciones del mundo, pero si en ellas se ponen a vivir narcotraficantes y traficantes de armas, o gente de malvivir, la paz del barrio tiene los días contados.	1	0	0						
1632	15711		Argumento	1173	A favor	Es una barbaridad pero yo pienso que no les interesa la opinión de ningún Madrileño, solo quieren beneficiarse y destrozar un barrio nuevo de planificación familiar.	1	0	1						
1633	15711		Argumento	1174	En contra	El arte-facto no es algo terrible como muchos queréis hacer creer.	1	0	1						
1634	15711		Argumento	1175	En contra	Vivienda experimental, aporta 0 dotaciones al barrio. Lavandería y auditorio es lo último que necesita el barrio.	1	1	1	1	0	1	1	0	
1635	15970	Chapas identificativas para embarazadas para cederles asiento													
1636	15970	Chapas identificativas para que las embarazadas sean reconocidas como tal por los demás usuarios y hacer más fácil el cederles el asiento en el transporte público.													
1637	15970		Aspecto	Necesidad de Sensibilización		La sensibilización y educación sobre la necesidad de ceder asientos a embarazadas.									
1638	15970		Argumento	1176	A favor	Estoy de acuerdo en que deberíamos ser más cívicos y levantarnos del asiento, cuando alguien lo necesita más que nosotros.	1	0	1						
1639	15970		Argumento	1177	A favor	Yo con esta propuesta quiero evitar ese momento violento que puede sufrir una embarazada a la hora de reclamar su preferencia sobre un sitio.	1	0	1						
1640	15970		Argumento	1178	A favor	Dimensiones paralelas. Este tipo de medidas funcionan, sí. Y funcionan también para hacer más egoísta a la gente y que solo se penalice una conducta si hay ley de por medio y sanción.	1	0	1						
1641	15970		Argumento	1179	En contra	Pero me temo, que una chapa identificativa no va a cambiar el hecho de que algunas personas son sencillamente maleducadas o insensibles a las necesidades de otros.	1	0	1						
1642	15970		Argumento	1180	En contra	Preferiría una campaña permanente de Rehumanizando al Ser Humano.	1	0	1						
1643	15970		Argumento	1181	En contra	No creo necesario poner con más normas ya están lo que hay que hacer es cumplirlas es bien visible un anciano persona con bastón embarazada y que nadie se mueva de su asiento ni siquiera de los que les están reservados siguen con el móvil o mirando para otro lado en más de una ocasión he tenido que pedir a alguine que se levantara para que la persona anciana, embarazada, etc. Pudiera sentarse creo que ESO es lo que debemos hacer los ciudadadanos ante la falta de respeto y civismo o es que una chapa va a cambiar las cosas, cuando se ignoran las normas que claramente hay establecidas?	1	1	1	1	1	1	2	2	
1644	15970		Aspecto	Visibilidad de Embarazo		La dificultad de identificar a mujeres embarazadas, especialmente en los primeros meses de gestación.									
1645	15970		Argumento	1182	A favor	También serviría, para aquellas mujeres embarazas que se encuentran en los primeros meses de gestación y aun no es tan fácil identificarlas como embarazadas.	1	0	1						
1646	15970		Argumento	1183	En contra	Yo creo que si le dices a alguien perdona, ¿te importa que me siente, que estoy embarazada? y te responde que no. No creo que su respuesta cambie mucho por llevar una placa.	1	0	0						
1647	15970		Aspecto	Confrontación y Comportamiento Civil		La confrontación al pedir asientos y el comportamiento cívico en el transporte público.									
1648	15970		Argumento	1184	A favor	No es ningúna broma. Mi mujer esta embarazada de 4 meses de nuestro segundo hijo, y te puedo asegurar que tanto en el primero embarazo como en este, muchas veces he tenido que ser yo el que recuerde a otros ciudadanos, la preferencia que tienen las embarazadas en los asientos del metro.	0								
1649	15970		Argumento	1185	En contra	En mi caso, cuando entra gente en el vehículo, siempre procuro alzar la mirada por si alguien necesita sentarse.	0								
1650	15970		Argumento	1186	En contra	Nadie impide a quien quiera llevarlo que se cuelgue un cartel diciendo mujer embarazada.	1	0	0						
1651	15970		Aspecto	Eficacia de la Propuesta		La efectividad real de la propuesta para mejorar la situación de las embarazadas en el transporte público.									
1652	15970		Argumento	1187	A favor	Esta propuesta, como he dicho, existe en Londres y he visto que funciona bastante bien.	1	0	1						
1653	15970		Argumento	1188	En contra	Afortunadamente, en esos casos en que no quedan sitios libres y tienes que pedir que te dejen sentarte, si el/la maleducado de turno te dice que no, suele haber gente educada alrededor y normalmente alguien cede su asiento.	0								
1654	15978	Pago con tarjeta en autobuses EMT													
1655	15978	En pleno siglo XXI solo puedes comprar un billete sencillo de autobús urbano si dispones de efectivo o un billete inferior a 10 euros, es necesario que se permita el pago con tarjeta.													
1656	15978		Aspecto	Agilización del pago		La agilización del proceso de pago al usar tarjetas en autobuses EMT									
1657	15978		Argumento	1189	A favor	Entonces bien, lo digo porque el único medio de transporte que se puede calcular lo que vas a tardar es el metro el autobús depende de que suba una persona u otra con dificultades de que haga paradas de los semáforos de los atascos los taxistas en fin por eso si se pudiera agilizar quitando alguna parada o el sistema de pago genial gracias Jorge.	1	1	1	2	1	2	1	0	
1658	15978		Argumento	1190	En contra	Me parece bien, pero ralentizara más el servicio. Madre mía. Si para billete a veces parecen los tiempos de Paco Martínez Soria, con tarjeta ni te cuento.	1	1	1	1	0	0	1	1	
1659	15978		Argumento	1191	En contra	Que si busco la tarjeta, que se ha caído la red. Vayan sin prisa en autobús -.	1	1	1	0	1	1	1	0	
1660	15978		Aspecto	Seguridad del sistema		La seguridad del sistema de pago con tarjeta en los autobuses EMT									
1661	15978		Argumento	1192	A favor	Si el contact less, datáfono o similar pierde conexión montado bien no pasaría nada. Guarda tu número y lo envía cuando lo recupere. Claro, si no tienes saldo chollo, pero el usuario no se vería perjudicado. Al fin y al cabo es un transporte público debería estar implantado así.	1	1	1	2	0	2	2	1	
1662	15978		Argumento	1193	En contra	Contact less. Yo lo tengo desactivado porque me parece muy inseguro pero sería similar a pasar el abono nuevo.	0								
1663	15978		Aspecto	Implementación del sistema		La implementación actual y futura del sistema de pago con tarjeta en autobuses EMT									
1664	15978		Argumento	1194	A favor	El pago con tarjeta ya está implantado en la línea 27 y en la línea exprés que va al Aeropuerto.	1	0	1						
1665	15978		Argumento	1195	A favor	A partir de mayo comenzará el proceso para sustituir todas las máquinas validadoras de la flota de autobuses y poder pagar con tarjeta.	1	0	1						
1666	15978		Argumento	1196	En contra	Salía en pocas semanas según ley en la prensa. Creo que tu propuesta ha sido cumplida sin llegar a ser votada. Y tiene sentido. A quién no le interes? Usuario puede pagar con tarjeta, banco lleva comisión y ayuntamiento consigue que usuario sin efectivo o con billete grande user su transporte.	0								
1667	15996	Stop ARTEfacto San Blas													
1668	15996	Los vecinos de la zona San Blas donde está pensado desarrollarse el proyecto ARTEfacto creemos que no es el proyecto más necesario ya que en la zona no hay colegios, ni institutos, ni zonas deportivas.													
1669	15996		Aspecto	Viabilidad del proyecto ARTEfacto		Aspecto referente a la viabilidad y efectividad del proyecto ARTEfacto en cumplir con sus objetivos propuestos.									
1670	15996		Argumento	1197	A favor	La interacción 5 regulador bioclimático me parece que es de reducido efecto frente a las zonas de pinar existente que son mejor regulador que cualquier elemento edificado con función de tiro de chimenea o la reflexión de radiación por parte de potenciales invernaderos en la azotea ni siquiera me convencen como supuesto refuerzo.	1	1	1	1	1	1	2	0	
1671	15996		Argumento	1198	A favor	Las interacciones 7 y 8 son genéricas, validas para cualquier ubicación en el Distrito. Por si solas no me convencen para considerar la Actuación adecuada.	1	0	1						
1672	15996		Argumento	1199	En contra	En vuestro caso, si miras el plano de la página 22 en el dossier del ayuntamiento, lo que queda justo junto a vuestra urbanización son los contenedores para Compostaje y reciclaje. Es la concepción de utilización del espacio de Gea21, redactores de la propuesta de Anteproyecto.	0								
1673	15996		Argumento	1200	En contra	Las interacciones 1 pequeño comercio y restauración 3 uso por los vecinos del barrio ve muy mermada su viabilidad por al quedar la parcela en un espacio semi-vacío entre la Colonia Fin de Semana y la parte residencial de Polígono de las Mercedes.	1	0	1						
1674	15996		Aspecto	Impacto ambiental y social del proyecto		Aspecto referente al impacto ambiental y social del proyecto ARTEfacto y su alineación con las necesidades y valores del barrio.									
1675	15996		Argumento	1201	A favor	La concepción de utilización del espacio de Gea21, redactores de la propuesta de Anteproyecto, no me convence como una solución viable para el barrio considerando el impacto ambiental y social.	1	1	1	0	0	1	2	1	
1676	15996		Argumento	1202	A favor	Colindantes a carreteras, no me parece una buena concepción dada la deposición de metales en el suelo existen diferentes investigadores dentro de la úe que están dedicando su esfuerzo a estos fenómenos y potencial paso a los alimentos cultivados.	1	1	1	1	1	1	1	0	
1677	15996		Argumento	1203	En contra	Me parece una reivindicación ideológica y de gente clasista e insolidaria. ARTEfacto reubicará a familias monoparentales mujeres maltratadas en su mayoría y ancianos que sobreviven en soledad.	1	0	1						
1678	15996		Argumento	1204	En contra	Las infraestructuras que se necesitan corresponden en su mayoría al gobierno de la Comunidad y ya están las APA y las AAVV luchando por un instituto público desde hace mucho tiempo, cuyos terrenos, por cierto han sido donados por el ayuntamiento Y rechazados por la CAM en un acto de clara prevaricación en mi opinión.	1	1	0	2	0	1	2	2	
1679	19024	No cambio contenedores individuales comunidades por permanentes en las calles													
1680	19024	No al cambio de contenedores individuales de las comunidades de vecinos a contenedores a pie de calle permanentes dado que generarán olores, bichos y otros inconvenientes.													
1681	19024		Aspecto	Salubridad		Mejora o deterioro de las condiciones sanitarias									
1682	19024		Argumento	1205	A favor	Es más higiénico y permite un mejor control de plagas por parte del ayuntamiento.	1	0	1						
1683	19024		Argumento	1206	En contra	Con el nuevo sistema esto va a cambiar radicalmente teniendo las calles mucho más sucias y teniendo focos de infección accesibles a todos.	1	1	1	1	1	2	2	1	
1684	19024		Argumento	1207	En contra	Ensucia la ciudad llena de olores.	1	0	1						
1685	19024		Aspecto	Estética Urbana		Impacto visual en el entorno urbano									
1686	19024		Argumento	1208	A favor	Ir por la calle y ver un contenedor individual cada 2 metros es un poco antiestético.	1	0	1						
1687	19024		Argumento	1209	En contra	Ahora adornadas con contenedores de basura putrefactos que devaluaran nuestra vida cotidiana al igual que la de la imagen de nuestro fantástico barrio y de nuestras viviendas.	1	0	1						
1688	19024		Aspecto	Accesibilidad		Facilidad de acceso para desechar basura									
1689	19024		Argumento	1210	A favor	Poner cubos fijos agiliza muchísimo la recogida de basura de 5 millones de personas.	1	0	1						
1690	19024		Argumento	1211	En contra	Tampoco han tenido en cuenta que los nuevos contenedores no son accesibles para ninguna persona con problemas de movilidad o visuales.	1	0	1						
1691	19024		Argumento	1212	En contra	Yo he puesto una reclamación por esto que comentas, mi contenedor está a 400 m de mi domicilio.	1	0	1						
1692	19024		Aspecto	Impacto Económico		Efectos en el costo y la economía de las comunidades									
1693	19024		Argumento	1213	A favor	Muchas comunidades se replantearan la necesidad de tanto conserje o de tantas horas.	1	0	0						
1694	19024		Argumento	1214	En contra	Ustedes me están recortando un servicio... Lo que ustedes pretenden hacer, no es reducir costes, es un recorte en toda regla.	1	1	1	1	0	1	1	0	
1695	19024		Argumento	1215	En contra	Menos estudios de impacto de género para el soterramiento de la M30 y más sentido común.	1	0	0						
1696	19024		Aspecto	Gestión de Residuos		Eficiencia en el manejo de residuos									
1697	19024		Argumento	1216	En contra	Es una vuelta atrás, esta medida hará que las calles estén más sucias, que haya menos sitio para aparcar, incentivará a los vándalos a destrozar más contenedores, y proliferarán los insectos.	1	0	0						
1698	19024		Aspecto	Comodidad y Práctica		Conveniencia en el uso de contenedores para los residentes									
1699	19024		Argumento	1217	En contra	Muchas veces uno baja mismamente en pijama y zapatillas a tirar la basura, aprovechando que los cubos están dentro del recinto de la comunidad de vecinos. Ahora bien, si me ponen los cubos a 500 mts, o a 8 minutos andando, ¿voy a ir en pijama igualmente por la calle?	0								
1700	19024		Aspecto	Opinión Pública		Recepción y aceptación de la propuesta por parte de los residentes									
1701	19024		Argumento	1218	En contra	No entiendo porque nosotros no tenemos ese derecho.	0								
1702	19024		Aspecto	Eficacia Laboral		Impacto en la eficiencia del trabajo de recolección de basura									
1703	19024		Argumento	1219	A favor	Estos cubos no se colmatarían y no habría residuos alrededor de los mismos.	1	0	0						
1704	19024		Argumento	1220	En contra	Esta medida hará que las calles estén más sucias, que haya menos sitio para aparcar, incentivará a los vándalos a destrozar más contenedores, y proliferarán los insectos.	1	0	0						
1705	19170	Operaciones gratuitas para transexuales cuanto antes mejor													
1706	19170	Operaciones que cubra la Seguridad Social para transexuales en cuanto se detecte la transexualidad, es decir en torno a los 6-9 años para el correcto desarrollo de estas personas.													
1707	19170		Aspecto	Necesidad y Accesibilidad		Discusión sobre si las cirugías para personas trans deben ser consideradas una necesidad básica y si deberían ser accesibles y gratuitas									
1708	19170		Argumento	1221	A favor	el tema de las operaciones debe ser accesible y gratuito... cuanto antes se haga mejor para que las personas se desarrollen correctamente.	1	1	1	2	1	1	2	1	
1709	19170		Argumento	1222	A favor	las operaciones deben ser accesibles y gratuitas... son absolutamente necesarias para su desarrollo.	1	1	1	1	2	1	2	1	
1710	19170		Argumento	1223	A favor	debemos poner a los avances tecnológicos a disposición de esas personas para que se desarrollen de acuerdo a su verdadera naturaleza psíquica.	1	0	1						
1711	19170		Argumento	1224	En contra	una operación de esa envergadura no debería hacerse nunca bajo presión o por obligación de la sociedad. Nadie tiene un cuerpo equivocado.	1	1	1	1	1	1	2	1	
1712	19170		Argumento	1225	En contra	las operaciones de cambio de sexo son operaciones estéticas, de momento no se puede cambiar el sexo.	1	1	1	1	2	1	1	1	
1713	19170		Argumento	1226	En contra	algunos transexuales están bien con los genitales que tienen, y no quieren ni tienen por qué cambiárserlos.	1	0	1						
1714	19170		Aspecto	Presión Social y Autoaceptación		Debate sobre la influencia de la presión social en la decisión de someterse a cirugías de reasignación de género y la importancia de la autoaceptación									
1715	19170		Argumento	1227	A favor	un transexual, que tenga el cuerpo que le corresponde creo que es mejor que se hagan operaciones cuanto antes mejor para su correcto desarrollo.	1	1	0	1	1	1	2	1	
1716	19170		Argumento	1228	A favor	si un niño se siente niña y ve que su cuerpo es diferente a lo que tendría que ser, se sentirá mal, o no?	0								
1717	19170		Argumento	1229	En contra	el problema está en presionar a la gente para que cambie su cuerpo y lo adapte a unos cánones que son culturales, no naturales.	1	0	1						
1718	19170		Argumento	1230	En contra	¿Por qué no cambiamos la normalidad primero, antes que cambiar los cuerpos?	-1								
1719	19170		Argumento	1231	En contra	Mucha gente ha sufrido por no ser normales y en lugar de cambiarles a ellos... hemos cambiado la normalidad, para que encajen.	1	1	1	2	0	1	2	1	
1720	19170		Aspecto	Prioridades de la Salud Pública		Discusión sobre si las cirugías de reasignación de género deben ser una prioridad en el sistema de salud pública									
1721	19170		Argumento	1232	A favor	nuestro sistema debe ser global a todas las necesidades básicas de las personas.	1	0	1						
1722	19170		Argumento	1233	A favor	el problema que yo planteo es... ver a transexuales con operaciones chapuceras y con 50 años me parece triste.	0								
1723	19170		Argumento	1234	En contra	Una operación de hígado o corazón suele estar orientada a salvar una vida ¿no? ¿Está al mismo nivel de necesidad una operación de cambio de sexo?	0								
1724	19170		Argumento	1235	En contra	La Seguridad Social debe tener otras prioridades antes que esa, hay muchas especialidades no cubiertas y que afectan a un mayor número de personas.	1	1	1	2	2	2	1	1	
1725	19170		Argumento	1236	En contra	si naces transexual, pues sí es una prioridad, pero hay tantos desconchones.	1	0	1						
1726	19170		Aspecto	Ética Médica y Acceso a la Salud		Cuestionamiento sobre la ética médica en la realización de cirugías de reasignación y el acceso a la salud para personas trans									
1727	19170		Argumento	1237	A favor	algunos médicos no tienen la ética que deberían tener... este tipo de operaciones como necesarias y accesibles por la ss para que ese riesgo se minimice.	1	1	1	1	1	1	1	2	
1728	19170		Argumento	1238	A favor	cuando un médico dictamina que algo es necesario, lo debe cubrir la ss.	1	0	0						
1729	19170		Argumento	1239	En contra	estadísticamente, también mueren antes que la media, es un dato a tener en cuenta, tanto si son operados como si no, la seguridad social nunca se hace cargo de ellos.	1	1	0	2	0	1	2	1	
1730	19170		Argumento	1240	En contra	algunos médicos siguen recetando tratamientos de electroshock para curar la homosexualidad? Los médicos son personas y los puede haber de todo tipo.	1	0	1						
1731	19170		Aspecto	Diversidad de Género y Naturaleza		Debate sobre la diversidad de género y la naturaleza del sexo y género									
1732	19170		Argumento	1241	A favor	estas personas tengan accesibilidad a operaciones que actualmente son costosas y chapuceras negociete, como siempre con las necesidades básicas de los demás.	-2								
1733	19170		Argumento	1242	A favor	la diferencia entre sexos... hay dos sexos femenino y masculino, iguales pero diferentes a la vez, lo entiende?	0								
1734	19170		Argumento	1243	En contra	una persona se puede hacer una liposucción por estética, pero no creo que una persona se haga una operación de cambio de sexo por capricho.	0								
1735	19170		Argumento	1244	En contra	como tener y mantener unos dientes para comer, pero la prioridad de esas personas es ser lo que tienen que ser, por tanto es una prioridad también.	1	1	1	2	0	1	2	1	
1736	19853	Creación de una nueva línea de metro circular													
1737	19853	"Esta línea daría servicio a los barrios de Imperial, Arganzuela Entrevías, Madrid Este, Castilla y a la c Universitaria; a la zona de Madrid Río y a otras calles como Arturo Soria o Pablo Neruda."													
1738	19853		Aspecto	Viabilidad		Evaluación de la factibilidad de la propuesta									
1739	19853		Argumento	1245	A favor	Por eso digo que esta linea englobaria los proyectos de varias lineas en una sola.	1	0	1						
1740	19853		Argumento	1246	A favor	Magnifica propuesta y muy trabajada. Öjala salga adelante.	-1								
1741	19853		Argumento	1247	En contra	Aparte de la completa inviabilidad presupuestaria y más que dudosa funcional de la propuesta.	0								
1742	19853		Argumento	1248	En contra	Pero aun así, no lo veo viable.	0								
1743	19853		Aspecto	Impacto Comunitario		Efectos en la comunidad local y usuarios potenciales									
1744	19853		Argumento	1249	A favor	Es una buena idea para mejorar el transporte público en la Universidad y en la zona este de Madrid.	1	0	1						
1745	19853		Argumento	1250	A favor	Por favor, apoyar a los vecinos de la zona de Comillas que también es Madrid Rio y está muy mal comunicada a conseguir la parada de metro de la Linea 11 Puente Praga.	1	1	1	1	1	2	2	0	
1746	19853		Argumento	1251	En contra	Tienes razón que es competencia de la comunidad, pero se dejan propuestas y se supone que el ayuntamiento y la comunidad están en unión en diversos temas uno de ellos es el metro	0								
1747	19853		Argumento	1252	En contra	Es verdad que el cerro tio pio está mal comunicado, pero no hay calles anchas por esa zona, y date cuenta de que mucha gente tendria que retroceder más para tomar la nueva circular para coger otra linea del este.	0								
1748	19853		Aspecto	Compatibilidad con el Entorno		Integración de la nueva línea con el entorno y otras líneas existentes									
1749	19853		Argumento	1253	A favor	Planteas una línea muy completa que discurre por principales estaciones tren y cercanías, zonas aisladas y zona universitaria.	1	1	1	1	2	2	1	0	
1750	19853		Argumento	1254	A favor	Muy necesaria una nueva línea de metro que comunique toda la zona en torno a la m30, que discurra por zonas tan mal comunicadas.	1	1	1	1	1	1	1	0	
1751	19853		Argumento	1255	En contra	personalmente creo que se aleja demasiado y se haría muy larga habría que plantear una línea más en la zona este	1	1	1	1	1	2	1	0	
1752	19853		Argumento	1256	En contra	Lo que pasa esq la linea 11 no es completa y además no creo que la linea 11 la alarguen mucho.	1	0	1						
1753	19853		Aspecto	Apoyo y Consenso		Grado de apoyo y consenso entre los ciudadanos y autoridades									
1754	19853		Argumento	1257	A favor	Hola, muy útil tu propuesta, ya hay una propuesta parecida, unamos apoyos!.	-1								
1755	19853		Argumento	1258	A favor	Yo vivo muy cerca y tienes razón. Tal vez se pueda añadir un proyecto a esta linea!.	0								
1756	19853		Argumento	1259	En contra	Aunque es difícil llegar al número de votos que son necesarios para que salga adelante.	0								
1757	19853		Argumento	1260	En contra	Por que no puede recibir apoyos.	-1								
1758	19914	Incineradora de Valdemingómez no													
1759	19914	No a la renovación en 2020 del contrato de la incineradora de Las Lomas en el Parque Tecnológico de Valdemingómez por sus efectos sobre la salud de la población que reside o trabaja a menos de 10 km.													
1760	19914		Aspecto	Salud Pública		Preocupación por los problemas de salud derivados de la incineradora									
1761	19914		Argumento	1261	A favor	La incineradora de Valdemingómez se encuentra a unos 7 km del mayor mercado de Abastos de Madrid: MercaMadrid... se están comiendo las dioxinas, toxinas, y resto de compuestos tóxicos...	1	1	1	2	1	1	2	1	
1762	19914		Argumento	1262	A favor	El problema es que esta incineradora no cumple los estándares para estar situada cerca de zonas pobladas. Y la conclusión es que cada vez más personas padecen problemas de salud derivados de estas irregularidades...	1	1	1	1	2	1	1	1	
1763	19914		Argumento	1263	A favor	Señores tienen todos los datos informes evidencias es extremadamente tóxica qué más necesitan para tratar este asunto como lo que es una amenaza real para la salud pública con consecuencias graves y repito reales...	1	1	1	2	2	1	2	1	
1764	19914		Argumento	1264	En contra	Cuales son las alternativas que propone el ayuntamiento? Porque un vertedero es peor solución que una incineradora...	1	0	0						
1765	19914		Aspecto	Impacto Ambiental		El impacto ambiental negativo de la incineradora									
1766	19914		Argumento	1265	A favor	Tenemos entre todos que difundir esta propuesta por los medios sociales para que tenga más apoyos. No más olores. No más picores de ojos. No más incineradora...	1	0	0						
1767	19914		Argumento	1266	En contra	No se podría mejorar el proceso de tratamiento de gases de la incineradora para que no emita sustancias cancerígenas? España tiene muy pocas incineradoras comparado con el resto de países europeos, ya que es una forma de recuperar energía reduciendo el volumen de residuos...	1	0	1						
1768	19914		Argumento	1267	En contra	Los residuos hay que tratarlos, no podemos cerrar y ya ¿Qué pasa que ya no vamos a generar más basura? Creo que esto es un tema muy importante porque si no está aquí se llevará a otro lugar. Hay que gestionarlo de alguna manera...	1	0	0						
1769	19914		Aspecto	Viabilidad Económica		Las preocupaciones económicas relacionadas con el cierre de la incineradora									
1770	19914		Argumento	1268	A favor	Por favor, solucionenlo, es imposible vivir con estos olores, no se pueden abrir las ventanas, sales a la calle y te pican los ojos y no puedes respirar...	1	0	0						
1771	19914		Argumento	1269	A favor	Propuestas como estas no se tendrían ni que votar, ¡estamos hablando de la salud de los ciudadanos! Gracias a todos lo que apoyan esta propuesta que afecta a todo Madrid y alrededores...	0								
1772	19914		Argumento	1270	En contra	Madrid sea todo lo contrario, la incineradora produce electricidad para una población de 50000 habitantes con su industria y viven de ella más de 2500 familias que con puestos de trabajo directos e indirectos comemos de lo que se produce...	1	1	1	2	2	2	2	2	
1773	19914		Aspecto	Gestión de Residuos		Desafíos en la gestión y tratamiento de residuos si se cierra la incineradora									
1774	19914		Argumento	1271	A favor	Por favor que se soluciones ya, no podemos abrir las ventanas, no podemos respirar, el olor es nauseabundo, nos pican los ojos, hasta cuando...	1	0	0						
1775	19914		Argumento	1272	A favor	Estamos hablando de la salud de los ciudadanos! Gracias a todos lo que apoyan esta propuesta que afecta a todo Madrid y alrededores...	0								
1776	19914		Argumento	1273	En contra	Si no está aquí se llevará a otro lugar. Hay que gestionarlo de alguna manera. Los técnicos, a los que los pagamos todos ¡que piensen!...	1	0	1						
1777	19914		Argumento	1274	En contra	¿Qué pasa que ya no vamos a generar más basura? Creo que esto es un tema muy importante porque si no está aquí se llevará a otro lugar...	0								
1778	19914		Aspecto	Distribución Geográfica		La ubicación de la incineradora y su impacto en áreas específicas									
1779	19914		Argumento	1275	A favor	El sur de Madrid somos la escoria de la almendra, donde se encuentra tanto Valdemingómez como 6 plantas de depuración de aguas de las 8 que hay en Madrid, con el mal olor que general el tratamiento de aguas residuales...	1	1	1	2	1	2	2	1	
1780	19914		Argumento	1276	A favor	Está claro que los edificios de incineradoras tienen que empezar a colocarse en sitios estratégicos que no molesten a nadie y que tampoco sean zonas verdes o reservas naturales...	1	0	1						
1781	19914		Argumento	1277	En contra	Creo que hay que terminar de una vez con esta incineradora y proteger la salud de llas s ciudadanos...	1	0	1						
1782	19914		Argumento	1278	En contra	Dónde no haya población cercana, pero está claro que lo Valdemingomez es un gran problema para tod@s los madrileños pero solo lo sufrimos los que vivimos en el sureste...	1	0	1						
1783	19914		Aspecto	Legislación y Normativas		Cumplimiento y efectividad de las normativas ambientales y de salud									
